major_code,major_name,subject_group,point,year,university_code,university_name
7540203,"Công nghệ vật liệu dệt, may",A00; A01; D01,20.9,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7540204,"Công nghệ dệt, may",A00; A01; D01,21.9,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7720203,Hóa dược,A00; B00; D07,21.55,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810101,Du lịch,D01; D14; D15,22.4,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810103,Quản trị dịch vụ du lịch và lữ hành,A01; D01; D14,23.77,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810201,Quản trị khách sạn,A01; D01; D14,23.56,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810202,Quản trị nhà hàng và dịch vụ ăn uống,A01; D01; D14,23.19,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7210404,Thiết kế thời trang,A00; A01; D01; D14,27.17,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7220201,Ngôn ngữ Anh,D01,27.37,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7220204,Ngôn ngữ Trung Quốc,D01; D04,27.62,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7220204LK,Ngôn ngữ Trung Quốc (Chương trình liên kết đào tạo 2+2 với ĐH Khoa học kỹ thuật Quảng Tây - Trung Quốc),D01; D04,26.85,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7220209,Ngôn ngữ Nhật,D01; D06,27,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7220210,Ngôn ngữ Hàn Quốc,D01; DD2,27.22,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7229020,Ngôn ngữ học,C00; D01; D14,26.75,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7310104,Kinh tế đầu tư,A00; A01; D01,27.64,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7310612,Trung Quốc học,D01; D04,26.6,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7320113,Công nghệ đa phương tiện,A00; A01,27.95,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340101,Quản trị kinh doanh,A00; A01; D01,27.87,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340115,Marketing,A00; A01; D01,28.55,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340125,Phân tích dữ liệu kinh doanh,A00; A01; D01,27.58,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340201,Tài chính - Ngân hàng,A00; A01; D01,28.01,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340301,Kế toán,A00; A01; D01,27.69,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340302,Kiểm toán,A00; A01; D01,28.11,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340404,Quản trị nhân lực,A00; A01; D01,27.84,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340406,Quản trị văn phòng,A00; A01; D01,27.49,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480101,Khoa học máy tính,A00; A01,28.77,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480102,Mạng máy tính và truyền thông dữ liệu,A00; A01,28.16,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480103,Kỹ thuật phần mềm,A00; A01,28.42,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480104,Hệ thống thông tin,A00; A01,28.01,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480108,Công nghệ kỹ thuật máy tính,A00; A01,28.01,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480201,Công nghệ thông tin,A00; A01,28.89,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
74802021,An toàn thông tin,A00; A01,28.29,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510201,Công nghệ kỹ thuật cơ khí,A00; A01,27.75,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510203,Công nghệ kỹ thuật cơ điện tử,A00; A01,28.71,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510204,Công nghệ kỹ thuật cơ điện tử ô tô,A00; A01,27.84,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510205,Công nghệ kỹ thuật ô tô,A00; A01,28.11,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510206,Công nghệ kỹ thuật nhiệt,A00; A01,26.36,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510209,Robot và trí tuệ nhân tạo,A00; A01,28.44,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510213,Thiết kế cơ khí và kiểu dáng công nghiệp,A00; A01,26.62,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510301,Công nghệ kỹ thuật điện; điện tử,A00; A01,27.8,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510302,Công nghệ kỹ thuật điện tử - viễn thông,A00; A01,27.92,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
75103021,Công nghệ kỹ thuật điện tử y sinh,A00; A01,27.2,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00; A01,28.97,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
75103031,Kỹ thuật sản xuất thông minh,A00; A01,26.99,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510401,Công nghệ kỹ thuật hóa học,A00; B00; D07,26.91,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510406,Công nghệ kỹ thuật môi trường,A00; B00; D07,26.55,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510605,Logistics và quản lý chuỗi cung ứng,A00; A01; D01,28.91,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7519003,Công nghệ kỹ thuật khuôn mẫu,A00; A01,26.73,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
75190071,Năng lượng tái tạo,A00; A01,27,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7520116,Kỹ thuật cơ khí động lực,A00; A01,27.49,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7520118,Kỹ thuật hệ thống công nghiệp,A00; A01,27.4,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7540101,Công nghệ thực phẩm,A00; B00; D07,27.7,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7540203,Công nghệ vật liệu dệt; may,A00; A01; D01,26.25,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7540204,Công nghệ dệt; may,A00; A01; D01,25.74,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7720203,Hóa dược,A00; B00; D07,27.94,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810101,Du lịch,D01; D14; D15,26.16,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810103,Quản trị dịch vụ du lịch và lữ hành,A01; D01; D14,27.26,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810201,Quản trị khách sạn,A01; D01; D14,27.45,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810202,Quản trị nhà hàng và dịch vụ ăn uống,A01; D01; D14,27.03,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7229020,Ngôn ngữ học,,16,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7310104,Kinh tế đầu tư,,16,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340101,Quản trị kinh doanh,,16.5,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340115,Marketing,,18.05,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340125,Phân tích dữ liệu kinh doanh,,16,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340201,Tài chính - Ngân hàng,,16.5,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340301,Kế toán,,16,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340302,Kiểm toán,,16,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340404,Quản trị nhân lực,,16,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340406,Quản trị văn phòng,,15.5,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510605,Logistics và quản lý chuỗi cung ứng,,19.5,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810101,Du lịch,,15,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810103,Quản trị dịch vụ du lịch và lữ hành,,15.25,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810201,Quản trị khách sạn,,15,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810202,Quản trị nhà hàng và dịch vụ ăn uống,,15,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7320113,Công nghệ đa phương tiện,,16.61,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480101,Khoa học máy tính,,18.01,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480102,Mạng máy tính và truyền thông dữ liệu,,16.04,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480103,Kỹ thuật phần mềm,,16.01,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480104,Hệ thống thông tin,,16.07,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480108,Công nghệ kỹ thuật máy tính,,16.29,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480201,Công nghệ thông tin,,18.5,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510201,Công nghệ kỹ thuật cơ khí,,16.02,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510203,Công nghệ kỹ thuật cơ điện tử,,17,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510204,Công nghệ kỹ thuật cơ điện tử ô tô,,16.23,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510205,Công nghệ kỹ thuật ô tô,,16,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510206,Công nghệ kỹ thuật nhiệt,,15.22,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510209,Robot và trí tuệ nhân tạo,,16.5,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510301,Công nghệ kỹ thuật điện; điện tử,,16.05,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510302,Công nghệ kỹ thuật điện tử - viễn thông,,16.06,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
75103021,Công nghệ kỹ thuật điện tử y sinh,,15.07,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,,19.01,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
75103031,Kỹ thuật sản xuất thông minh,,15.57,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510401,Công nghệ kỹ thuật hóa học,,16.53,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7519003,Công nghệ kỹ thuật khuôn mẫu,,15.16,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
75190071,Năng lượng tái tạo,,15.36,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7520116,Kỹ thuật cơ khí động lực,,15.53,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7520118,Kỹ thuật hệ thống công nghiệp,,15.41,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7540101,Công nghệ thực phẩm,,15.6,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7720203,Hóa dược,,16.26,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7210404,Thiết kế thời trang,A00; A01; D01; D14,25,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7220201,Ngôn ngữ Anh,D01,26.19,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7220204,Ngôn ngữ Trung Quốc,D01; D04,26,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7220204LK,Ngôn ngữ Trung Quốc (Chương trình liên kết đào tạo 2+2 với ĐH Khoa học kỹ thuật Quảng Tây - Trung Quốc),D01; D04,26.01,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7220209,Ngôn ngữ Nhật,D01; D06,24.99,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7220210,Ngôn ngữ Hàn Quốc,D01; DD2,24.74,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7229020,Ngôn ngữ học,D01; D14; C00,26.68,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7310104,Kinh tế đầu tư,A00; A01; D01,25.67,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7310612,Trung Quốc học,D01; D04,24.9,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7320113,Công nghệ đa phương tiện,A00; A01,26.46,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340101,Quản trị kinh doanh,A00; A01; D01,25,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340115,Marketing,A00; A01; D01,25.3,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340125,Phân tích dữ liệu kinh doanh,A00; A01; D01,25.77,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340201,Tài chính - Ngân hàng,A00; A01; D01,25.04,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340301,Kế toán,A00; A01; D01,25.17,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340302,Kiểm toán,A00; A01; D01,25.81,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340404,Quản trị nhân lực,A00; A01; D01,25.74,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340406,Quản trị văn phòng,A00; A01; D01,24.73,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480101,Khoa học máy tính,A00; A01,26.15,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480102,Mạng máy tính và truyền thông dữ liệu,A00; A01,25.76,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480103,Kỹ thuật phần mềm,A00; A01,25.67,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480104,Hệ thống thông tin,A00; A01,26.2,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480108,Công nghệ kỹ thuật máy tính,A00; A01,25.76,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7480201,Công nghệ thông tin,A00; A01,27,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
74802021,An toàn thông tin,A00; A01,25.5,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510201,Công nghệ kỹ thuật cơ khí,A00; A01,24.91,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510203,Công nghệ kỹ thuật cơ điện tử,A00; A01,26.01,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510204,Công nghệ kỹ thuật cơ điện tử ô tô,A00; A01,25.92,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510205,Công nghệ kỹ thuật ô tô,A00; A01,24.21,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510206,Công nghệ kỹ thuật nhiệt,A00; A01,27.38,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510209,Robot và trí tuệ nhân tạo,A00; A01,25.77,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510213,Thiết kế cơ khí và kiểu dáng công nghiệp,A00; A01,25.71,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510301,Công nghệ kỹ thuật điện; điện tử,A00; A01,25.82,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510302,Công nghệ kỹ thuật điện tử - viễn thông,A00; A01,25.28,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
75103021,Công nghệ kỹ thuật điện tử y sinh,A00; A01,27.99,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00; A01,27,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
75103031,Kỹ thuật sản xuất thông minh,A00; A01,26.58,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510401,Công nghệ kỹ thuật hóa học,A00; B00; D07,25.99,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510406,Công nghệ kỹ thuật môi trường,A00; B00; D07,25.62,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7510605,Logistics và quản lý chuỗi cung ứng,A00; A01; D01,27,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7519003,Công nghệ kỹ thuật khuôn mẫu,A00; A01,26.73,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
75190071,Năng lượng tái tạo,A00; A01,25.56,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7520116,Kỹ thuật cơ khí động lực,A00; A01,28.32,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7540101,Công nghệ thực phẩm,A00; B00; D07,25.78,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7540203,Công nghệ vật liệu dệt; may,A00; A01; D01,27.12,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7540204,Công nghệ dệt; may,A00; A01; D01,25.5,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7720203,Hóa dược,A00; B00; D07,25.91,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810101,Du lịch,D01; D14; D15,25.79,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810103,Quản trị dịch vụ du lịch và lữ hành,A01; D01; D14,25.38,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810201,Quản trị khách sạn,A01; D01; D14,25.76,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7810202,Quản trị nhà hàng và dịch vụ ăn uống,A01; D01; D14,26.73,2024,DCN,Trường ĐẠI HỌC Công nghiệp Hà Nội
7340101,Quản trị kinh doanh,C00; C19; C20; D01,15,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7340201,Tài chính - Ngân hàng,C00; C19; C20; D01,15,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7480201,Công nghệ thông tin,A00; A01; C01; D01,15,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7510103,Công nghệ kỹ thuật xây dựng,A00; A01; C01; D01,15,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7510201,Công nghệ kỹ thuật cơ khí,A00; A01; C01; D01,15,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7510205,Công nghệ kỹ thuật ô tô,A00; A01; C01; D01,15,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7510301,"Công nghệ Kỹ thuật điện, điện tử",A00; A01; C01; D01,15,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7310101,Kinh tế,C00; C19; C20; D01,20,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7340101,Quản trị kinh doanh,C00; C19; C20; D01,18,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7340201,Tài chính - Ngân hàng,C00; C19; C20; D01,18,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7480201,Công nghệ thông tin,A00; A01; C01; D01,20,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7510103,Công nghệ kỹ thuật xây dựng,A00; A01; C01; D01,18,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7510201,Công nghệ kỹ thuật cơ khí,A00; A01; C01; D01,18,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7510205,Công nghệ kỹ thuật ô tô,A00; A01; C01; D01,18,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7510301,"Công nghệ Kỹ thuật điện, điện tử",A00; A01; C01; D01,18,2024,VHD,Trường ĐẠI HỌC Công nghiệp Việt Hung
7220201,Ngôn ngữ Anh,D01; D09; D11; D14,17,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7220204,Ngôn ngữ Trung Quốc,C00; D01; D09; D66,19,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7220209,Ngôn ngữ Nhật,A01; C00; D01; D15,17,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7220210,Ngôn ngữ Hàn Quốc,C00; D01; D09; D66,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7310101,Kinh tế,A00; A01; D01; D07,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7310109,Kinh tế số,A00; A01; C01; D01,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7310401,Tâm lý học,A00; A01; C00; D01,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7320104,Truyền thông đa phương tiện,A00; A01; C14; D01,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7320108,Quan hệ công chúng,C00; C19; D01; D15,17,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7340101,Quản trị kinh doanh,A00; C03; D01; D10,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7340101LKĐTNN-01,Quản trị kinh doanh (Liên kết với Đại học Walsh - Mỹ),A00; C03; D01; D10,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7340101LKĐTNN-02,Quản trị kinh doanh (Liên kết với Đài Loan),A00; C03; D01; D10,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7340101QT,Quản trị kinh doanh (Đào tạo bằng TA),A00; C03; D01; D10,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7340115,Marketing,A00; C03; D01; D10,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7340120,Kinh doanh quốc tế,A00; C03; D01; D10,17,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7340122,Thương mại điện tử,A00; A01; C01; D01,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7340201,Tài chính - Ngân hàng,A00; C01; C14; D01,17,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7340205,Công nghệ tài chính (Eintech),A00; A01; D01; D07,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7340301,Kế toán,A00; A01; C14; D01,17,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7340404,Quản trị nhân lực,A00; A01; D01; D07,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7380101,Luật,A00; A01; C00; D01,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7380107,Luật kinh tế,A08; A09; C00; C19,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7420201,Công nghệ sinh học,A00; B00; B08; D07,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7480101,Khoa học máy tính,A00; A01; A10; D84,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7480104,Hệ thống thông tin,A00; A01; D01; D07,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7480201,Công nghệ thông tin,A00; A01; A10; D84,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7480201LKĐTNN,Công nghệ thông tin (Liên kết với Đài Loan),A00; A01; A10; D84,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7510205,Công nghệ kỹ thuật ô tô,A00; A01; A10; D01,17,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7510301,"Công nghệ kỹ thuật điện, điện tử",A00; A01; A10; D01,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7510303,Công nghệ kỹ thuật điều khiển và tự động hóa (chuyên ngành công nghệ bán dẫn),A00; A01; D01; D07,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7510303LKĐTNN,Công nghệ kỹ thuật điều khiển và tự động hóa (chuyên ngành công nghệ bán dẫn) (Liên kết với Đài Loan),A00; A01; D01; D07,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7510605,Logistics và quản lý chuỗi cung ứng,A00; C03; D01; D10,17,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7510605LKĐTNN,Logistics và Quản lý chuỗi cung ứng (Liên kết với Đài Loan),A00; C03; D01; D10,17,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7580101,Kiến trúc,A00; A01; C01; V00,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7580201,Kỹ thuật xây dựng,A00; A01; A10; A11,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7580301,Kinh tế xây dựng,A00; A01; A10; A11,16,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7720101,Y khoa,A00; A01; B00; B08,22.5,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7720201,Dược học,A00; A11; B00; D07,21,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7720301,Điều dưỡng,B00; C14; D07; D66,19,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7810103,Quản trị dịch vụ du lịch và lữ hành,A07; A08; C00; D01,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7810103LKĐTNN,Quản trị dịch vụ du lịch và lữ hành (Liên kết với Đài Loan),A07; A08; C00; D01,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7210403,Thiết kế đồ hoạ,A00; A01; C01; C03,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7220201,Ngôn ngữ Anh,D01; D09; D11; D14,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7220204,Ngôn ngữ Trung Quốc,C00; D01; D09; D66,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7220209,Ngôn ngữ Nhật,A01; C00; D01; D15,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7220210,Ngôn ngữ Hàn Quốc,C00; D01; D09; D66,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7310101,Kinh tế,A00; A01; D01; D07,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7310109,Kinh tế số,A00; A01; C01; D01,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7310401,Tâm lý học,A00; A01; C00; D01,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7320104,Truyền thông đa phương tiện,A00; A01; C14; D01,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7320108,Quan hệ công chúng,C00; C19; D01; D15,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
7340101,Quản trị kinh doanh,A00; C03; D01; D10,18,2024,DDN,Trường ĐẠI HỌC Đại Nam (*)
